,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
4774,Break and Enter Commercial,2018,4,11,0,34,12XX NELSON ST,West End,490450.327954,5459111.51462
4775,Break and Enter Commercial,2018,4,16,12,0,12XX NELSON ST,West End,490450.327954,5459111.51462
4776,Break and Enter Commercial,2018,4,21,22,42,12XX NELSON ST,West End,490450.327954,5459111.51462
4799,Break and Enter Commercial,2018,8,21,1,49,12XX ODLUM DR,Grandview-Woodland,494472.73352,5457880.35009
4806,Break and Enter Commercial,2018,12,14,8,17,12XX PACIFIC BLVD,Central Business District,491046.92205,5457866.69307
4822,Break and Enter Commercial,2018,11,8,18,0,12XX PACIFIC BLVD,Central Business District,491109.210192,5457915.8955
4831,Break and Enter Commercial,2018,10,30,8,38,12XX PACIFIC ST,West End,489987.371164,5458641.26181
4847,Break and Enter Commercial,2018,11,30,22,10,12XX PENDRELL ST,West End,490309.54351099994,5458928.1325199995
4851,Break and Enter Commercial,2018,11,16,11,7,12XX PENDRELL ST,West End,490330.70264499995,5458906.302519999
4900,Break and Enter Commercial,2018,6,8,2,0,12XX ROBSON ST,West End,490661.62715,5459353.65226
4926,Break and Enter Commercial,2018,2,6,8,10,12XX ROBSON ST,West End,490699.00732,5459316.30779
4966,Break and Enter Commercial,2018,9,19,2,20,12XX SEYMOUR ST,Central Business District,490805.37233199994,5458105.371069999
5016,Break and Enter Commercial,2018,8,17,2,2,12XX VENABLES ST,Strathcona,494285.62964700005,5458223.32321
5061,Break and Enter Commercial,2018,3,29,10,26,12XX W 14TH AVE,Fairview,490334.056321,5456240.97406
5066,Break and Enter Commercial,2018,6,13,6,10,12XX W 14TH AVE,Fairview,490360.35086099996,5456240.27616
5081,Break and Enter Commercial,2018,2,15,2,35,12XX W 15TH AVE,Fairview,490371.49513100006,5456138.24464
5082,Break and Enter Commercial,2018,10,11,19,0,12XX W 37TH AVE,Shaughnessy,490250.656921,5453900.47102
5083,Break and Enter Commercial,2018,1,24,9,25,12XX W 47TH AVE,Oakridge,490226.894396,5452881.68014
5095,Break and Enter Commercial,2018,5,19,14,16,12XX W 70TH AVE,Marpole,490215.79651300004,5450641.72662
5195,Break and Enter Commercial,2018,4,29,12,51,12XX W CORDOVA ST,Central Business District,490999.680997,5459695.04847
5196,Break and Enter Commercial,2018,6,14,4,49,12XX W CORDOVA ST,Central Business District,490999.680997,5459695.04847
5207,Break and Enter Commercial,2018,6,20,3,30,12XX W CORDOVA ST,Central Business District,491077.599499,5459646.40326
5234,Break and Enter Commercial,2018,4,7,16,30,12XX W GEORGIA ST,Central Business District,490844.865027,5459430.84449
5255,Break and Enter Commercial,2018,1,22,0,0,12XX W HASTINGS ST,Central Business District,491064.37532399996,5459576.87231
5345,Break and Enter Commercial,2018,9,13,5,11,13XX ARBUTUS ST,Kitsilano,488900.467457,5457971.35491
5351,Break and Enter Commercial,2018,10,25,20,47,13XX BARCLAY ST,West End,490447.68017700006,5459259.50191
5374,Break and Enter Commercial,2018,2,28,1,7,13XX BURNABY ST,West End,490044.18384099996,5458881.950780001
5378,Break and Enter Commercial,2018,1,20,23,0,13XX BURNABY ST,West End,490063.438625,5458863.36601
5442,Break and Enter Commercial,2018,6,10,0,5,13XX BUTE ST,West End,490082.542583,5458576.36549
5450,Break and Enter Commercial,2018,6,7,4,15,13XX BUTE ST,West End,490171.03390200005,5458653.421490001
5471,Break and Enter Commercial,2018,7,28,18,30,13XX CARTWRIGHT ST,Fairview,490186.20437600004,5457476.784530001
5476,Break and Enter Commercial,2018,6,27,4,0,13XX CARTWRIGHT ST,Fairview,490206.14683100005,5457470.5568
5491,Break and Enter Commercial,2018,12,16,18,0,13XX COMMERCIAL DR,Grandview-Woodland,494932.11382200004,5457720.14823
5499,Break and Enter Commercial,2018,1,10,18,0,13XX COMMERCIAL DR,Grandview-Woodland,494933.506101,5457792.37148
5512,Break and Enter Commercial,2018,3,16,8,54,13XX COMMERCIAL DR,Grandview-Woodland,494941.481917,5457731.68387
5523,Break and Enter Commercial,2018,10,5,0,0,13XX COMOX ST,West End,490295.737718,5459109.3298
5554,Break and Enter Commercial,2018,1,3,19,0,13XX DAVIE ST,West End,490162.30323599995,5458923.04675
5571,Break and Enter Commercial,2018,1,21,3,0,13XX E 2ND AVE,Grandview-Woodland,494440.280591,5457339.04083
5581,Break and Enter Commercial,2018,3,9,21,34,13XX E 3RD AVE,Grandview-Woodland,494429.11351000005,5457239.09244
5582,Break and Enter Commercial,2018,5,11,0,1,13XX E 3RD AVE,Grandview-Woodland,494429.11351000005,5457239.09244
5600,Break and Enter Commercial,2018,2,1,9,13,13XX E 8TH AVE,Grandview-Woodland,494401.963721,5456727.44428
5603,Break and Enter Commercial,2018,4,19,4,54,13XX E 8TH AVE,Grandview-Woodland,494456.601588,5456726.55146
5609,Break and Enter Commercial,2018,4,16,17,0,13XX E GEORGIA ST,Grandview-Woodland,494441.15907700005,5458419.87032
5654,Break and Enter Commercial,2018,4,28,0,58,13XX E KENT AVE N,Sunset,494146.71280200005,5450708.37095
5655,Break and Enter Commercial,2018,8,1,16,46,13XX E KENT AVE N,Sunset,494146.71280200005,5450708.37095
5681,Break and Enter Commercial,2018,8,4,18,0,13XX E KENT AVE S,Sunset,494211.780167,5450678.63981
5726,Break and Enter Commercial,2018,8,26,18,30,13XX FRANCES ST,Grandview-Woodland,494392.56924399995,5458531.05848
5727,Break and Enter Commercial,2018,8,29,17,0,13XX FRANCES ST,Grandview-Woodland,494392.56924399995,5458531.05848
5735,Break and Enter Commercial,2018,11,6,13,14,13XX GLEN DR,Strathcona,494078.841724,5457787.61555
5740,Break and Enter Commercial,2018,12,7,21,0,13XX GRANDVIEW HWY N,Grandview-Woodland,494499.181876,5457000.17215
5745,Break and Enter Commercial,2018,2,21,21,30,13XX GRANVILLE ST,Central Business District,490703.591762,5458147.23403
5756,Break and Enter Commercial,2018,12,12,4,35,13XX HARO ST,West End,490559.294501,5459301.0395599995
5762,Break and Enter Commercial,2018,1,19,22,0,13XX HARWOOD ST,West End,489967.078482,5458817.7421699995
5771,Break and Enter Commercial,2018,8,17,16,0,13XX HARWOOD ST,West End,489998.388108,5458773.34733
5791,Break and Enter Commercial,2018,9,13,8,40,13XX HOMER ST,Central Business District,490884.630679,5457917.27498
5824,Break and Enter Commercial,2018,1,13,15,0,13XX HORNBY ST,Central Business District,490494.71932299994,5458221.528630001
5835,Break and Enter Commercial,2018,1,18,8,0,13XX HORNBY ST,Central Business District,490508.60989300004,5458235.24478
5893,Break and Enter Commercial,2018,1,20,22,0,13XX JERVIS ST,West End,490050.240072,5458757.810740001
6003,Break and Enter Commercial,2018,6,21,2,48,13XX NANAIMO ST,Hastings-Sunrise,495888.29123999993,5457760.597469999
6008,Break and Enter Commercial,2018,5,5,3,59,13XX NANAIMO ST,Hastings-Sunrise,495888.615247,5457823.43938
6009,Break and Enter Commercial,2018,7,7,1,18,13XX NANAIMO ST,Hastings-Sunrise,495888.615247,5457823.43938
6035,Break and Enter Commercial,2018,10,23,2,47,13XX PENDRELL ST,West End,490213.40860100003,5459026.0355
6041,Break and Enter Commercial,2018,9,19,21,0,13XX PENDRELL ST,West End,490228.493999,5459010.88887
6059,Break and Enter Commercial,2018,5,14,8,28,13XX RAILSPUR ALLY,Fairview,490249.29525100003,5457512.87813
6064,Break and Enter Commercial,2018,1,3,9,0,13XX RICHARDS ST,Central Business District,490738.79880600004,5457902.235830001
6074,Break and Enter Commercial,2018,10,15,4,33,13XX RICHARDS ST,Central Business District,490749.84224399994,5457913.102469999
6104,Break and Enter Commercial,2018,2,19,3,42,13XX RICHARDS ST,Central Business District,490835.98101899994,5457997.86222
6105,Break and Enter Commercial,2018,2,23,12,29,13XX RICHARDS ST,Central Business District,490835.98101899994,5457997.86222
6106,Break and Enter Commercial,2018,3,10,12,28,13XX RICHARDS ST,Central Business District,490835.98101899994,5457997.86222
6117,Break and Enter Commercial,2018,2,3,3,32,13XX ROBSON ST,West End,490579.505246,5459435.58023
6118,Break and Enter Commercial,2018,6,10,11,57,13XX ROBSON ST,West End,490579.505246,5459435.58023
6148,Break and Enter Commercial,2018,2,4,3,55,13XX ROBSON ST,West End,490646.322621,5459368.93709
6157,Break and Enter Commercial,2018,4,12,16,49,13XX ROLSTON ST,Central Business District,490735.29307200003,5458092.43862
6172,Break and Enter Commercial,2018,12,13,0,50,13XX SE MARINE DR,Sunset,494134.590945,5450916.0294
6199,Break and Enter Commercial,2018,5,19,7,3,13XX SEYMOUR ST,Central Business District,490764.334675,5458062.35251
6200,Break and Enter Commercial,2018,10,10,21,37,13XX SEYMOUR ST,Central Business District,490764.334675,5458062.35251
6201,Break and Enter Commercial,2018,10,27,5,37,13XX SEYMOUR ST,Central Business District,490764.334675,5458062.35251
6202,Break and Enter Commercial,2018,12,8,3,24,13XX SEYMOUR ST,Central Business District,490764.334675,5458062.35251
6242,Break and Enter Commercial,2018,10,25,5,50,13XX VENABLES ST,Grandview-Woodland,494463.666464,5458228.51572
6273,Break and Enter Commercial,2018,9,1,23,0,13XX W 11TH AVE,Fairview,490207.09999300004,5456554.38282
6280,Break and Enter Commercial,2018,1,31,13,55,13XX W 12TH AVE,Fairview,490190.84591400006,5456445.1157
6281,Break and Enter Commercial,2018,2,2,3,53,13XX W 12TH AVE,Fairview,490190.84591400006,5456445.1157
6323,Break and Enter Commercial,2018,3,3,2,15,13XX W 4TH AVE,Fairview,490171.24454799993,5457085.9192699995
6450,Break and Enter Commercial,2018,1,5,7,3,13XX W BROADWAY AVE,Fairview,490213.136139,5456765.46582
6451,Break and Enter Commercial,2018,6,10,17,59,13XX W BROADWAY AVE,Fairview,490213.136139,5456765.46582
6460,Break and Enter Commercial,2018,6,21,4,7,13XX W BROADWAY AVE,Fairview,490229.410329,5456755.865
6484,Break and Enter Commercial,2018,1,5,18,0,13XX W GEORGIA ST,Central Business District,490743.96016099997,5459530.91521
6498,Break and Enter Commercial,2018,1,30,4,13,13XX W GEORGIA ST,West End,490750.707017,5459511.41012
6506,Break and Enter Commercial,2018,4,16,17,0,13XX WILLIAM ST,Grandview-Woodland,494453.493409,5457916.6964
6544,Break and Enter Commercial,2018,2,17,1,0,14XX BARCLAY ST,West End,490377.03453400003,5459328.89817
6554,Break and Enter Commercial,2018,11,15,7,25,14XX BEACH AVE,West End,489851.882041,5458775.03685
6566,Break and Enter Commercial,2018,1,24,19,30,14XX BURRARD ST,Central Business District,490290.354951,5458175.47624
6572,Break and Enter Commercial,2018,7,13,6,36,14XX CARTWRIGHT ST,Fairview,490106.551746,5457539.96618
6636,Break and Enter Commercial,2018,9,14,20,0,14XX COMMERCIAL DR,Grandview-Woodland,494940.801948,5457693.81983
6654,Break and Enter Commercial,2018,1,19,17,0,14XX CONNAUGHT DR,Shaughnessy,489971.15052799997,5454747.045469999
6655,Break and Enter Commercial,2018,10,16,18,0,14XX CONNAUGHT DR,Shaughnessy,489971.15052799997,5454747.045469999
6673,Break and Enter Commercial,2018,3,5,17,0,14XX CYPRESS ST,Kitsilano,489245.882229,5457844.19488
6679,Break and Enter Commercial,2018,3,24,11,32,14XX E 15TH AVE,Kensington-Cedar Cottage,494508.394116,5455977.70129
6680,Break and Enter Commercial,2018,6,2,13,54,14XX E 17TH AVE,Kensington-Cedar Cottage,494491.104116,5455846.15766
6689,Break and Enter Commercial,2018,7,24,1,18,14XX E 2ND AVE,Grandview-Woodland,494542.71707700007,5457337.82579
6710,Break and Enter Commercial,2018,8,23,10,0,14XX E 57TH AVE,Victoria-Fraserview,494394.916087,5451703.2602699995
6739,Break and Enter Commercial,2018,12,15,6,15,14XX E BROADWAY AVE,Grandview-Woodland,494607.75901599997,5456629.37757
6785,Break and Enter Commercial,2018,12,31,16,6,14XX E KING EDWARD AVE,Kensington-Cedar Cottage,494612.188314,5455088.25158
6796,Break and Enter Commercial,2018,7,6,16,0,14XX E PENDER ST,Grandview-Woodland,494543.767362,5458627.31397
6806,Break and Enter Commercial,2018,9,5,1,4,14XX FRANCES ST,Grandview-Woodland,494579.54875600006,5458517.99923
6810,Break and Enter Commercial,2018,4,23,8,2,14XX FRANCES ST,Grandview-Woodland,494590.277091,5458526.92083
6811,Break and Enter Commercial,2018,10,1,3,16,14XX FRANCES ST,Grandview-Woodland,494592.22698800004,5458517.734
6812,Break and Enter Commercial,2018,11,18,4,31,14XX FRANCES ST,Grandview-Woodland,494592.22698800004,5458517.734
6826,Break and Enter Commercial,2018,11,16,17,30,14XX GRANT ST,Grandview-Woodland,494574.65811899997,5457631.20611
6827,Break and Enter Commercial,2018,12,14,9,35,14XX GRANT ST,Grandview-Woodland,494574.65811899997,5457631.20611
6828,Break and Enter Commercial,2018,6,10,18,45,14XX GRANVILLE ST,Central Business District,490506.79396800004,5457965.4523
6829,Break and Enter Commercial,2018,6,26,3,49,14XX GRANVILLE ST,Central Business District,490524.401679,5457970.21857
6830,Break and Enter Commercial,2018,8,26,1,23,14XX GRANVILLE ST,Central Business District,490524.401679,5457970.21857
6838,Break and Enter Commercial,2018,3,26,7,52,14XX HARO ST,West End,490453.758464,5459417.27731
6839,Break and Enter Commercial,2018,9,17,6,15,14XX HARO ST,West End,490453.758464,5459417.27731
6846,Break and Enter Commercial,2018,11,16,7,51,14XX HARWOOD ST,West End,489881.69694700005,5458901.48726
6849,Break and Enter Commercial,2018,3,12,3,5,14XX HARWOOD ST,West End,489894.704967,5458875.72829
6852,Break and Enter Commercial,2018,6,12,22,45,14XX HARWOOD ST,West End,489910.907964,5458859.67571
6869,Break and Enter Commercial,2018,3,19,2,59,14XX HOWE ST,Central Business District,490434.81134099996,5458025.448480001
6870,Break and Enter Commercial,2018,6,6,3,13,14XX HOWE ST,Central Business District,490434.81134099996,5458025.448480001
6871,Break and Enter Commercial,2018,6,25,21,55,14XX HOWE ST,Central Business District,490434.81134099996,5458025.448480001
6873,Break and Enter Commercial,2018,6,18,22,49,14XX HOWE ST,Central Business District,490435.07604799996,5458022.93355
6874,Break and Enter Commercial,2018,7,25,4,2,14XX HOWE ST,Central Business District,490435.07604799996,5458022.93355
6875,Break and Enter Commercial,2018,9,18,4,43,14XX HOWE ST,Central Business District,490435.07604799996,5458022.93355
6876,Break and Enter Commercial,2018,10,10,0,20,14XX HOWE ST,Central Business District,490435.07604799996,5458022.93355
6877,Break and Enter Commercial,2018,11,18,6,7,14XX HOWE ST,Central Business District,490435.07604799996,5458022.93355
6971,Break and Enter Commercial,2018,4,15,13,51,14XX LAMEYS MILL RD,Fairview,490007.694847,5457360.38808
7018,Break and Enter Commercial,2018,11,2,22,0,14XX PENDRELL ST,West End,490151.14428999997,5459101.5369
7030,Break and Enter Commercial,2018,9,20,3,8,14XX POWELL ST,Grandview-Woodland,494548.93117600004,5458944.43325
7071,Break and Enter Commercial,2018,8,21,0,55,14XX RICHARDS ST,Central Business District,490703.89111400006,5457866.94042
7109,Break and Enter Commercial,2018,9,8,6,50,14XX SW MARINE DR,Marpole,489871.52580500004,5450195.2692
7127,Break and Enter Commercial,2018,10,31,1,22,14XX VENABLES ST,Grandview-Woodland,494559.25290200004,5458226.76792
7129,Break and Enter Commercial,2018,4,17,5,40,14XX VENABLES ST,Grandview-Woodland,494574.36974799994,5458226.49029
7133,Break and Enter Commercial,2018,3,26,5,45,14XX VENABLES ST,Grandview-Woodland,494576.529298,5458226.45063
7146,Break and Enter Commercial,2018,1,20,19,0,14XX W 11TH AVE,Fairview,489926.430997,5456563.00581
7152,Break and Enter Commercial,2018,11,14,2,0,14XX W 11TH AVE,Fairview,489936.78216199996,5456553.47594
7208,Break and Enter Commercial,2018,7,5,1,22,14XX W 14TH AVE,Fairview,490003.111759,5456250.14456
7248,Break and Enter Commercial,2018,12,24,7,15,14XX W 71ST AVE,Marpole,489806.42507399997,5450478.90265
7254,Break and Enter Commercial,2018,5,27,21,0,14XX W 73RD AVE,Marpole,489885.106963,5450296.65652
7277,Break and Enter Commercial,2018,8,6,19,0,14XX W 8TH AVE,Fairview,489960.86883999995,5456863.62976
7306,Break and Enter Commercial,2018,1,1,17,0,14XX W BROADWAY AVE,Fairview,490008.485888,5456770.4648400005
7347,Break and Enter Commercial,2018,9,26,15,17,14XX W GEORGIA ST,West End,490628.89491800003,5459632.82528
7383,Break and Enter Commercial,2018,10,22,21,52,14XX W HASTINGS ST,Central Business District,490687.516715,5459738.81164
7424,Break and Enter Commercial,2018,9,9,18,20,14XX WILLIAM ST,Grandview-Woodland,494559.69824399997,5457914.11205
7427,Break and Enter Commercial,2018,9,2,18,0,15XX ALBERNI ST,West End,490481.614055,5459687.9442
7445,Break and Enter Commercial,2018,4,26,3,29,15XX ANDERSON ST,Fairview,490091.641495,5457545.72358
7447,Break and Enter Commercial,2018,1,13,0,0,15XX BARCLAY ST,West End,490266.54164300003,5459439.291119999
7492,Break and Enter Commercial,2018,3,20,21,0,15XX CHARLES ST,Grandview-Woodland,494729.82557700004,5457818.3655
7537,Break and Enter Commercial,2018,11,18,7,27,15XX COMMERCIAL DR,Grandview-Woodland,494930.49286899995,5457623.169980001
7538,Break and Enter Commercial,2018,5,7,22,0,15XX COMMERCIAL DR,Grandview-Woodland,494938.110701,5457541.07218
7540,Break and Enter Commercial,2018,3,4,5,0,15XX COMMERCIAL DR,Grandview-Woodland,494939.150203,5457596.93195
7565,Break and Enter Commercial,2018,3,9,13,53,15XX DAVIE ST,West End,489984.080177,5459110.86214
7566,Break and Enter Commercial,2018,10,5,2,57,15XX DAVIE ST,West End,489984.080177,5459110.86214
7585,Break and Enter Commercial,2018,2,20,22,0,15XX E 2ND AVE,Grandview-Woodland,494663.711982,5457337.0977300005
7595,Break and Enter Commercial,2018,2,12,0,0,15XX E 3RD AVE,Grandview-Woodland,494683.47348999995,5457226.88049
7648,Break and Enter Commercial,2018,3,25,21,0,15XX E HASTINGS ST,Grandview-Woodland,494703.93792,5458724.738919999
7652,Break and Enter Commercial,2018,6,24,15,32,15XX E HASTINGS ST,Grandview-Woodland,494714.31332200003,5458724.5390099995
7653,Break and Enter Commercial,2018,5,29,3,14,15XX E KENT AVE N,Victoria-Fraserview,494548.6712,5450756.60078
7671,Break and Enter Commercial,2018,2,1,12,0,15XX E KING EDWARD AVE,Kensington-Cedar Cottage,494712.97125500004,5455078.216030001
